code,name
920072,科莱瑞迪
600871,石化油服
300768,迪普科技
002775,文科股份
001337,四川黄金
605599,菜百股份
688343,云天励飞-U
300832,新产业
002141,贤丰控股
600362,江西铜业
000683,博源化工
600671,天目药业
600797,浙大网新
603137,恒尚节能
002738,中矿资源
002439,启明星辰
601012,隆基绿能
002064,华峰化学
001872,招商港口
000949,新乡化纤
688363,华熙生物
301108,洁雅股份
600026,中远海能
600100,同方股份
300738,奥飞数据
920926,鸿智科技
600654,中安科
688038,中科通达
000893,亚钾国际
002625,光启技术
600989,宝丰能源
002897,意华股份
601666,平煤股份
002067,景兴纸业
300862,蓝盾光电
300157,新锦动力
301578,辰奕智能
000889,中嘉博创
603993,洛阳钼业
601991,大唐发电
001233,海安集团
300175,朗源股份
300671,富满微
601101,昊华能源
001979,招商蛇口
300606,金太阳
603402,陕西旅游
603353,和顺石油
603595,ST东尼
600346,恒力石化
600426,华鲁恒升
000628,高新发展
300663,科蓝软件
300419,ST浩丰
002345,潮宏基
603693,江苏新能
600938,中国海油
301310,鑫宏业
000722,湖南发展
601975,招商南油
002138,顺络电子
688141,杰华特
300603,立昂技术
600262,北方股份
603733,仙鹤股份
300669,沪宁股份
920299,灿能电力
603538,美诺华
002695,煌上煌
000767,晋控电力
301380,挖金客
000582,北部湾港
002891,中宠股份
603777,来伊份
688561,奇安信-U
301365,矩阵股份
600984,建设机械
301186,超达装备
603185,弘元绿能
002409,雅克科技
002798,帝欧水华
001248,华润新能
920278,鹿得医疗
603019,中科曙光
603843,*ST正平
603068,博通集成
000792,盐湖股份
601015,陕西黑猫
603327,福蓉科技
601069,西部黄金
600702,舍得酒业
605011,杭州热电
688591,泰凌微
603124,江南新材
600129,太极集团
605111,新洁能
600039,四川路桥
600684,珠江股份
920087,秋乐种业
002132,恒星科技
301638,南网数字
300504,天邑股份
300242,佳云科技
600219,南山铝业
000862,银星能源
000021,深科技
603198,迎驾贡酒
600246,万通发展
301282,金禄电子
300584,海辰药业
002008,大族激光
601898,中煤能源
300167,ST迪威迅
688195,腾景科技
600610,中毅达
300541,先进数通
603599,广信股份
600227,赤天化
688677,海泰新光
002422,科伦药业
600598,北大荒
600199,金种子酒
688608,恒玄科技
920925,锦好医疗
301609,山大电力
600395,盘江股份
300654,世纪天鸿
000878,云南铜业
688728,格科微
002025,航天电器
001257,盛龙股份
300802,矩子科技
002667,*ST威领
920634,新威凌
688381,帝奥微
600048,保利发展
601225,陕西煤业
300651,金陵体育
000923,河钢资源
688196,卓越新能
600536,中国软件
603192,汇得科技
688220,翱捷科技-U
300480,光力科技
601121,宝地矿业
002192,融捷股份
600844,金煤科技
000819,岳阳兴长
688328,深科达
002539,云图控股
600792,云煤能源
688486,龙迅股份
300338,*ST开元
603123,翠微股份
000703,恒逸石化
601601,中国太保
000899,赣能股份
000739,普洛药业
002155,湖南黄金
301075,多瑞医药
300683,海特生物
600234,科新发展
688072,拓荆科技
001221,悍高集团
688069,德林海
600438,通威股份
603800,洪田股份
600490,鹏欣资源
600376,首开股份
002244,滨江集团
600578,京能电力
601615,明阳智能
600985,淮北矿业
600821,金开新能
603236,移远通信
920493,并行科技
300998,宁波方正
600583,海油工程
002072,凯瑞德
003043,华亚智能
600339,中油工程
002319,乐通股份
300351,永贵电器
603435,嘉德利
603605,XD珀莱雅
603338,浙江鼎力
600863,华能蒙电
300968,格林精密
003035,南网能源
002547,*ST春兴
000036,华联控股
600929,雪天盐业
300316,晶盛机电
000680,山推股份
301017,漱玉平民
300771,智莱科技
920914,远航精密
000601,韶能股份
600809,山西汾酒
920982,锦波生物
600499,科达制造
920122,中纺标
002756,永兴材料
600482,中国动力
000059,华锦股份
688023,安恒信息
002348,高乐股份
002165,红 宝 丽
603228,景旺电子
600337,ST美克
600309,万华化学
000968,蓝焰控股
300957,贝泰妮
300493,润欣科技
688062,迈威生物-U
002913,奥士康
301072,中捷精工
601808,中海油服
600691,潞化科技
300506,名家汇
002379,宏桥控股
300039,上海凯宝
000661,长春高新
001203,大中矿业
300664,鹏鹞环保
601888,中国中免
300204,舒泰神
300575,中旗股份
601212,白银有色
600206,有研新材
002262,恩华药业
603456,九洲药业
603071,物产环能
600779,水井坊
300235,方直科技
600486,扬农化工
002795,永和智控
300602,飞荣达
000737,北方铜业
600325,华发股份
600521,华海药业
601600,中国铝业
001288,运机集团
000554,泰山石油
600968,海油发展
300571,平治信息
920058,华洋赛车
300976,达瑞电子
603393,新天然气
600758,辽宁能源
002274,华昌化工
603703,盛洋科技
601677,明泰铝业
300622,博士眼镜
001376,百通能源
301080,百普赛斯
688261,东微半导
920010,凯添燃气
600009,上海机场
600719,大连热电
002648,卫星化学
600756,浪潮软件
600546,山煤国际
301669,高特电子
688113,联测科技
920163,方大新材
920876,慧为智能
000983,山西焦煤
920571,国航远洋
603298,杭叉集团
002317,众生药业
603087,甘李药业
000830,鲁西化工
601567,三星电气
920218,新天力
600415,小商品城
688350,富淼科技
920438,戈碧迦
605296,神农集团
688321,微芯生物
688809,强一股份
000759,中百集团
000525,红太阳
600096,云天化
002261,拓维信息
002843,泰嘉股份
300736,百邦科技
002281,光迅科技
300246,宝莱特
601020,华钰矿业
002371,北方华创
002864,盘龙药业
002881,美格智能
301047,义翘神州
600256,广汇能源
300205,*ST天喻
002365,永安药业
002459,晶澳科技
000970,中科三环
600163,中闽能源
300443,金雷股份
000960,锡业股份
600299,安迪苏
920014,特瑞斯
601113,华鼎股份
688796,百奥赛图
002175,*ST东智
600506,统一股份
000555,神州信息
603983,丸美生物
603919,金徽酒
300826,测绘股份
601969,海南矿业
000537,绿发电力
600322,津投城开
600267,海正药业
300189,神农种业
002987,京北方
603669,灵康药业
603183,建研院
600539,狮头股份
000547,航天发展
000069,华侨城Ａ
600664,哈药股份
300131,英唐智控
688480,赛恩斯
600537,*ST亿晶
300857,协创数据
600123,兰花科创
603881,数据港
002432,九安医疗
600759,ST洲际
600588,用友网络
600379,宝光股份
002895,川恒股份
601857,中国石油
000056,*ST皇庭
300404,博济医药
300937,药易购
601061,中信金属
300902,国安达
605299,舒华体育
002001,新 和 成
603062,麦加芯彩
300613,富瀚微
600383,金地集团
605099,共创草坪
301381,赛维时代
600777,新潮能源
601865,福莱特
302132,中航成飞
002256,兆新股份
603225,新凤鸣
600354,敦煌种业
300067,安诺其
603333,福华尚纬
002470,金正大
000802,北京文化
601838,成都银行
000933,神火股份
688758,XD赛分科
920126,永大股份
688362,甬矽电子
688032,禾迈股份
300652,雷迪克
002856,*ST美芝
301588,美新科技
002716,湖南白银
603189,*ST网达
002981,朝阳科技
603077,和邦生物
000301,东方盛虹
300210,森远股份
605305,中际联合
002100,天康生物
000803,山高环能
300836,佰奥智能
600328,中盐化工
000966,长源电力
603005,晶方科技
002440,闰土股份
301041,金百泽
600132,重庆啤酒
001331,胜通能源
002536,飞龙股份
601619,嘉泽新能
920576,天力复合
601011,宝泰隆
002207,*ST准油
002899,英派斯
920662,方盛股份
601628,中国人寿
000902,新洋丰
688180,君实生物-U
920169,七丰精工
601328,交通银行
603383,顶点软件
003033,征和工业
300087,ST荃银
920703,广厦环能
000977,浪潮信息
301003,江苏博云
600310,广西能源
300385,ST雪浪
000007,全新好
301439,泓淋电力
600979,广安爱众
600428,中远海特
002979,雷赛智能
301127,武汉天源
688508,芯朋微
300676,华大基因
000723,美锦能源
000630,铜陵有色
600095,湘财股份
920304,迪尔化工
601318,中国平安
300559,佳发教育
603220,中贝通信
300626,华瑞股份
601000,唐山港
002947,恒铭达
301236,软通动力
300454,深信服
300705,九典制药
300049,福瑞医科
300810,中科海讯
000677,ST海龙
688011,新光光电
920037,广信科技
920249,利尔达
000031,大悦城
000002,万  科Ａ
002329,皇氏集团
300945,曼卡龙
600531,豫光金铅
002986,宇新股份
000989,九芝堂
603058,永吉股份
600036,招商银行
600505,西昌电力
000932,华菱钢铁
301120,新特电气
603139,康惠股份
600909,华安证券
002221,东华能源
601319,中国人保
000909,*ST数源
002318,久立特材
603336,宏辉果蔬
603351,威尔药业
600593,大连圣亚
688085,三友医疗
000066,中国长城
688366,昊海生科
001317,三羊马
002445,中南文化
600995,南网储能
300628,亿联网络
000978,桂林旅游
000998,隆平高科
000568,泸州老窖
600848,上海临港
600642,申能股份
301172,君逸数码
688153,唯捷创芯
301396,宏景科技
002592,ST八菱
600976,健民集团
601077,渝农商行
000155,川能动力
601919,中远海控
688458,美芯晟
600732,爱旭股份
600688,上海石化
600886,国投电力
600595,中孚实业
002479,富春环保
603369,今世缘
603367,辰欣药业
920116,星图测控
000631,顺发恒能
601390,中国中铁
301500,飞南资源
002237,恒邦股份
301015,百洋医药
688302,海创药业-U
600348,华阳股份
002102,ST能特
600302,ST标准
688618,三旺通信
603261,立航科技
600623,华谊集团
601963,重庆银行
000695,滨海能源
002629,仁智股份
600731,湖南海利
603222,济民健康
003020,立方制药
000883,湖北能源
002829,星网宇达
002571,德力股份
600301,华锡有色
603458,勘设股份
920871,派特尔
600452,涪陵电力
000615,*ST美谷
688078,龙软科技
600657,信达地产
600714,金瑞矿业
300735,光弘科技
688225,亚信安全
300687,赛意信息
601866,中远海发
300123,ST亚光
920808,曙光数创
600131,国网信通
000993,闽东电力
002428,云南锗业
301577,美信科技
600916,中国黄金
002568,百润股份
002840,华统股份
600725,云维股份
601166,兴业银行
600660,福耀玻璃
600885,宏发股份
688030,山石网科
600576,祥源文旅
603130,云中马
000596,古井贡酒
920469,富恒新材
301356,天振股份
600606,绿地控股
600963,岳阳林纸
000552,甘肃能化
920050,爱伦医疗
000807,云铝股份
300499,高澜股份
000027,深圳能源
002299,圣农发展
920436,大地电气
920221,易实精密
301032,新柴股份
600982,宁波能源
920047,诺思兰德
300183,东软载波
600737,中粮糖业
002030,达安基因
300460,ST惠伦
600449,宁夏建材
601010,ST文峰
688008,澜起科技
301323,新莱福
688265,南模生物
688411,海博思创
603798,康普顿
300657,弘信电子
688520,神州细胞
300917,特发服务
600292,电投水电
600180,*ST瑞茂
603392,万泰生物
688025,杰普特
600622,光大嘉宝
300814,中富电路
600312,平高电气
601668,中国建筑
600266,城建发展
603882,金域医学
688663,新风光
688029,南微医学
301393,昊帆生物
000826,*ST启环
600313,农发种业
920519,万德股份
000882,华联股份
688087,英科再生
002415,海康威视
600422,昆药集团
600585,海螺水泥
002167,东方锆业
300301,ST长方
688655,迅捷兴
000799,酒鬼酒
920641,格利尔
002049,紫光国微
300633,开立医疗
600760,中航沈飞
603589,口子窖
002955,鸿合科技
001212,中旗新材
300608,思特奇
920694,中裕科技
603887,城地香江
920212,智新电子
920190,雷神科技
600975,新五丰
300149,睿智医药
600740,山西焦化
600089,特变电工
600098,广州发展
603113,金能科技
600645,中源协和
301007,德迈仕
603477,巨星农牧
301293,三博脑科
600307,酒钢宏兴
600258,首旅酒店
002215,诺 普 信
603499,翔港科技
688380,中微半导
920375,派诺科技
002128,电投能源
601816,京沪高铁
000560,我爱我家
920857,泓禧科技
600101,明星电力
603213,镇洋发展
300999,金龙鱼
002478,常宝股份
600800,渤海化学
688583,思看科技
601288,农业银行
600108,亚盛集团
002723,小崧股份
688061,灿瑞科技
000608,阳光股份
002124,天邦食品
688303,大全能源
002304,洋河股份
600617,国新能源
000860,顺鑫农业
920832,齐鲁华信
688475,萤石网络
000039,中集集团
301158,德石股份
300086,康芝药业
603373,安邦护卫
688488,艾迪药业
603639,海利尔
688759,必贝特-U
002595,豪迈科技
920261,一诺威
000761,本钢板材
601665,齐鲁银行
301303,真兰仪表
600023,浙能电力
000965,天保基建
603036,如通股份
002223,鱼跃医疗
600552,凯盛科技
300592,华凯易佰
600015,华夏银行
000786,北新建材
603098,森特股份
600754,锦江酒店
688159,有方科技
000850,华茂股份
002043,兔 宝 宝
000001,平安银行
600584,长电科技
002810,山东赫达
601118,海南橡胶
600007,中国国贸
002956,西麦食品
603858,步长制药
600749,西藏旅游
688496,*ST清越
001386,马可波罗
300201,海伦哲
600900,长江电力
002078,太阳纸业
300015,爱尔眼科
601186,中国铁建
301228,实朴检测
920161,龙辰科技
603885,吉祥航空
605055,迎丰股份
000016,*ST康佳A
003816,中国广核
301112,信邦智能
688309,恒誉环保
000600,建投能源
600251,冠农股份
601360,三六零
920478,峆一药业
000729,燕京啤酒
920833,美心翼申
920753,天纺标
600808,马钢股份
000096,广聚能源
000897,津滨发展
300093,金刚光伏
600143,金发科技
301089,拓新药业
002612,朗姿股份
002092,中泰化学
002279,久其软件
002480,新筑股份
002885,京泉华
600866,星湖科技
001390,古麒绒材
601658,邮储银行
603912,佳力图
600196,复星医药
601111,中国国航
000017,深中华A
688108,赛诺医疗
603334,丰倍生物
002467,二六三
000738,航发控制
600028,中国石化
600868,梅雁吉祥
603132,金徽股份
603737,三棵树
601068,中铝国际
920008,成电光信
600380,健康元
920856,浩淼科技
000912,泸天化
002532,天山铝业
600887,伊利股份
000791,甘肃能源
688565,力源科技
688247,宣泰医药
600016,民生银行
000825,太钢不锈
300967,晓鸣股份
920123,芭薇股份
601952,苏垦农发
000338,潍柴动力
002421,达实智能
300870,欧陆通
002567,唐人神
605098,行动教育
000632,ST三木
603363,傲农生物
300712,永福股份
601985,中国核电
688270,ST臻镭
600557,康缘药业
601997,贵阳银行
002870,香山股份
000708,中信特钢
601577,长沙银行
002822,ST中装
920394,民士达
002554,惠博普
601016,节能风电
600515,海南机场
601958,金钼股份
000995,皇台酒业
002212,天融信
000937,冀中能源
601336,新华保险
600525,ST长园
002616,长青集团
688416,恒烁股份
000538,云南白药
920055,隆源股份
002948,青岛银行
002853,皮阿诺
603399,永杉锂业
603285,键邦股份
600027,华电国际
605288,凯迪股份
002452,长高电气
600257,大湖股份
603345,安井食品
603276,恒兴新材
300163,先锋新材
300383,光环新网
600566,济川药业
600510,黑牡丹
600926,杭州银行
600389,江山股份
600795,国电电力
920378,泰德股份
301218,华是科技
601908,京运通
000898,鞍钢股份
603679,华体科技
300759,康龙化成
601988,中国银行
002579,中京电子
600233,圆通速递
600409,三友化工
000822,山东海化
000852,石化机械
600279,重庆港
688352,颀中科技
601169,北京银行
601877,正泰电器
601515,衢州东峰
300020,ST银江
688719,爱科赛博
300487,蓝晓科技
002027,分众传媒
920931,无锡鼎邦
600720,中交设计
002229,鸿博股份
600460,士兰微
300827,上能电气
000598,兴蓉环境
603099,长白山
301018,申菱环境
300436,广生堂
603061,金海通
601800,中国交建
600480,凌云股份
601818,光大银行
688244,永信至诚
002240,盛新锂能
605298,必得科技
600666,奥瑞德
603558,健盛集团
688820,盛合晶微
301181,标榜股份
600158,中体产业
600075,新疆天业
002941,新疆交建
001225,和泰机电
603387,基蛋生物
600351,亚宝药业
600655,豫园股份
688385,复旦微电
000592,平潭发展
600637,XD东方明
003000,劲仔食品
600338,西藏珠峰
600712,南宁百货
002674,兴业科技
600966,博汇纸业
002925,盈趣科技
301357,北方长龙
301004,嘉益股份
000797,中国武夷
688198,佰仁医疗
002352,顺丰控股
688356,键凯科技
002837,英维克
920344,三元基因
600674,川投能源
002216,三全食品
002791,坚朗五金
002066,瑞泰科技
002052,同洲电子
600019,宝钢股份
301150,中一科技
300697,电工合金
300498,温氏股份
601033,永兴股份
000895,双汇发展
603899,晨光股份
002940,昂利康
920068,天工股份
601127,赛力斯
300985,致远新能
688767,博拓生物
002996,顺博合金
600276,恒瑞医药
300910,瑞丰新材
600801,华新建材
600789,鲁抗医药
600011,华能国际
000688,国城矿业
601019,山东出版
688221,前沿生物-U
300194,福安药业
300501,海顺新材
600983,惠而浦
002190,成飞集成
605050,福然德
000959,首钢股份
600031,三一重工
600495,晋西车轴
002431,ST棕榈
301599,理奇智能
002993,奥海科技
000890,法尔胜
002136,安 纳 达
000060,中金岭南
600618,氯碱化工
601611,中国核建
002719,ST麦趣
920892,广咨国际
002323,*ST雅博
002656,摩登大道
002972,科安达
002252,上海莱士
601579,会稽山
301087,可孚医疗
002246,北化股份
600103,青山纸业
002269,美邦服饰
301617,博苑新材
600997,开滦股份
000423,东阿阿胶
920300,辰光医疗
301387,光大同创
605368,蓝天燃气
601606,长城军工
601618,中国中冶
600239,ST云城
600518,康美药业
600022,山东钢铁
601088,中国神华
920098,科隆新材
600718,东软集团
600136,ST明诚
601789,宁波建工
002596,海南瑞泽
600763,通策医疗
000158,常山北明
601928,凤凰传媒
002867,周大生
002620,*ST瑞和
601992,XD金隅集
002065,东华软件
000528,柳    工
920266,生物谷
000509,华塑控股
002774,快意电梯
002041,登海种业
600919,江苏银行
600182,XDS佳通
002039,黔源电力
002727,一心堂
601066,中信建投
601158,重庆水务
603313,梦百合
688136,科兴制药
002663,普邦股份
002179,中航光电
002734,利民股份
603615,茶花股份
000670,盈方微
301040,中环海陆
001367,海森药业
000157,中联重科
300212,*ST易录
600079,ST人福
601098,中南传媒
600197,伊力特
600925,苏能股份
300547,川环科技
603179,新泉股份
600735,ST新华锦
603799,华友钴业
688172,燕东微
002050,三花智控
920017,星昊医药
600000,浦发银行
600185,珠免集团
002164,宁波东力
002198,ST嘉应
600635,大众公用
000651,格力电器
601388,怡球资源
600104,上汽集团
600398,海澜之家
600558,大西洋
601083,锦江航运
600217,中再资环
301024,霍普股份
600377,宁沪高速
000930,中粮科技
601607,上海医药
600509,天富能源
603559,中通国脉
605377,华旺科技
688235,百济神州
002542,*ST中岩
002865,钧达股份
601117,中国化学
600803,新奥股份
601211,国泰海通
600884,杉杉股份
002040,南 京 港
603175,超颖电子
920082,方正阀门
000999,华润三九
600734,*ST实达
000333,美的集团
600433,冠豪高新
601009,南京银行
600157,永泰能源
601006,大秦铁路
300702,天宇股份
600116,三峡水利
300027,ST华谊
300725,药石科技
600231,凌钢股份
300921,南凌科技
000813,德展健康
000735,罗 牛 山
002236,大华股份
600271,航天信息
002646,天佑德酒
300388,节能国祯
603375,盛景微
600729,重百集团
688185,康希诺
688252,天德钰
002086,东方海洋
601018,宁波港
002180,奔图科技
000011,深物业A
600846,同济科技
301301,川宁生物
600748,上实发展
688390,固德威
600327,大东方
002251,步步高
603272,*ST联翔
601811,新华文轩
920019,铜冠矿建
000876,新 希 望
600420,国药现代
600764,中国海防
300997,欢乐家
600018,上港集团
603529,爱玛科技
002193,ST如意
002142,宁波银行
002936,郑州银行
000520,凤凰航运
002032,苏 泊 尔
605507,国邦医药
603279,景津装备
300589,江龙船艇
002160,常铝股份
600161,天坛生物
600115,中国东航
600127,金健米业
603268,松发股份
601229,上海银行
002321,华英农业
300285,国瓷材料
301382,蜂助手
300047,天源迪科
600562,国睿科技
603585,苏利股份
600861,北京人力
300972,万辰集团
000488,ST晨鸣
920020,泰凯英
002466,天齐锂业
601398,工商银行
301658,首航新能
000926,福星股份
600600,青岛啤酒
002508,老板电器
600559,老白干酒
002827,高争民爆
600905,XD三峡能
600743,华远控股
601827,三峰环境
603866,桃李面包
600012,皖通高速
000905,厦门港务
000858,五 粮 液
002265,建设工业
300144,宋城演艺
600810,神马股份
600780,通宝能源
600969,郴电国际
601179,中国西电
300761,立华股份
600873,XD梅花生
601128,常熟银行
920160,北矿检测
920729,永顺生物
000709,河钢股份
600252,中恒集团
002730,电光科技
600675,中华企业
600062,华润双鹤
002059,云南旅游
600508,上海能源
605488,福莱新材
601139,深圳燃气
601368,绿城水务
301468,博盈特焊
301096,百诚医药
002521,齐峰新材
301571,国科天成
603939,益丰药房
600523,贵航股份
300300,海峡创新
002847,盐津铺子
920765,美之高
301595,太力科技
603105,芯能科技
002350,北京科锐
300523,辰安科技
000762,西藏矿业
002005,德豪润达
920006,晟楠科技
600733,北汽蓝谷
300203,聚光科技
300888,稳健医疗
688171,纬德信息
603300,海南华铁
600882,妙可蓝多
601669,中国电建
000402,金 融 街
600517,国网英大
600939,重庆建工
002735,王子新材
001205,盛航股份
600235,民丰特纸
300158,振东制药
603588,高能环境
600230,沧州大化
300724,捷佳伟创
600488,津药药业
600365,ST通葡
300016,北陆药业
600029,南方航空
601868,中国能建
000768,中航西飞
601238,广汽集团
300122,智飞生物
688658,悦康药业
002510,天汽模
002185,华天科技
603816,顾家家居
600893,航发动力
603956,威派格
300558,贝达药业
600021,上海电力
920866,绿亨科技
600017,日照港
301183,东田微
002943,宇晶股份
300140,节能环境
600874,创业环保
600867,通化东宝
002966,苏州银行
600333,长春燃气
600125,铁龙物流
603819,神力股份
002309,中利集团
920001,纬达光电
001201,东瑞股份
300841,康华生物
000417,合百集团
600903,贵州燃气
601916,浙商银行
600085,同仁堂
688319,欧林生物
000430,张家界
002110,三钢闽光
002746,仙坛股份
603161,科华控股
300343,联创股份
600166,福田汽车
001210,金房能源
601696,中银证券
002385,大北农
002861,瀛通通讯
601228,广州港
000880,潍柴重机
002538,ST司特
600057,厦门象屿
301509,金凯生科
603610,麒盛科技
600690,海尔智家
002418,康盛股份
002832,比音勒芬
300598,诚迈科技
000988,华工科技
300286,安科瑞
002166,莱茵生物
920556,雅达股份
000090,天健集团
300847,中船汉光
600681,百川能源
600575,淮河能源
600551,时代出版
603277,银都股份
300026,红日药业
601326,XD秦港股
300188,国投智能
600025,华能水电
002134,天津普林
603040,新坐标
601939,建设银行
300587,天铁科技
301078,孩子王
601003,柳钢股份
000652,泰达股份
002036,联创电子
300959,线上线下
688800,瑞可达
603668,天马科技
000401,金隅冀东
920351,华光源海
688096,京源环保
002902,铭普光磁
002316,亚联发展
603207,小方制药
002745,木林森
920252,天宏锂电
600483,福能股份
002203,海亮股份
601966,玲珑轮胎
600586,金晶科技
600961,株冶集团
002162,悦心健康
603193,润本股份
600535,天士力
603352,至信股份
000543,皖能电力
601825,沪农商行
002675,东诚药业
603656,泰禾智能
688152,麒麟信安
603136,天目湖
301205,联特科技
002186,全 聚 德
920392,佳合科技
600548,深高速
301086,鸿富瀚
600572,康恩贝
000886,海南高速
600050,中国联通
002978,安宁股份
300306,远方信息
002565,顺灏股份
603444,吉比特
301566,达利凯普
300485,赛升药业
301239,普瑞眼科
000591,太阳能
000065,北方国际
000529,广弘控股
600573,惠泉啤酒
600728,佳都科技
000403,派林生物
605177,东亚药业
002984,森麒麟
000833,粤桂股份
688373,盟科药业-U
600812,华北制药
600282,南钢股份
002858,力盛体育
920640,富士达
688281,华秦科技
301093,华兰股份
920112,巴兰仕
000553,安道麦A
600073,光明肉业
600859,王府井
603319,美湖股份
600570,恒生电子
600550,保变电气
301498,乖宝宠物
000505,京粮控股
920599,同力股份
600223,福瑞达
603128,华贸物流
600601,方正科技
600150,中国船舶
603863,松炀资源
002469,三维化学
920270,天铭科技
000713,国投丰乐
600459,贵研铂业
000635,英 力 特
603187,海容冷链
000726,鲁  泰Ａ
920275,驱动力
001211,双枪科技
920879,基康技术
000885,城发环境
300601,康泰生物
002623,亚玛顿
603658,安图生物
002349,精华制药
600410,华胜天成
688036,传音控股
002785,万里石
003006,百亚股份
920690,捷众科技
688133,泰坦科技
000625,长安汽车
601086,国芳集团
603663,三祥新材
001313,粤海饲料
600742,富维股份
301295,美硕科技
601022,宁波远洋
600004,白云机场
600970,中材国际
601998,中信银行
000798,中水渔业
601187,厦门银行
002335,科华数据
600250,南京商旅
603855,华荣股份
603990,麦迪科技
920159,农大科技
603167,渤海轮渡
300859,西域旅游
688050,爱博医疗
688609,九联科技
300390,天华新能
300774,倍杰特
002423,中粮资本
000888,峨眉山Ａ
002788,鹭燕医药
688429,时创能源
600330,天通股份
300124,汇川技术
002003,伟星股份
688621,阳光诺和
688353,华盛锂电
920180,爱得科技
600038,中直股份
688599,天合光能
688530,欧莱新材
002020,京新药业
688375,国博电子
300641,正丹股份
000756,新华制药
300984,金沃股份
603000,人民网
300474,景嘉微
601995,中金公司
300871,回盛生物
001287,中电港
300476,胜宏科技
002714,牧原股份
688073,毕得医药
920036,觅睿科技
600285,羚锐制药
000513,丽珠集团
002842,翔鹭钨业
301035,润丰股份
688807,优迅股份
300760,迈瑞医疗
600663,陆家嘴
600662,外服控股
600582,天地科技
600667,太极实业
002694,*ST顾地
000610,*ST西旅
600326,西藏天路
300636,同和药业
002307,北新路桥
600195,中牧股份
002678,珠江钢琴
920208,青矩技术
600638,新黄浦
600649,城投控股
600653,申华控股
688536,思瑞浦
000617,中油资本
300247,融捷健康
002627,三峡旅游
002305,*ST南置
601198,东兴证券
600305,恒顺醋业
002312,川发龙蟒
002314,南山控股
002313,日海智能
603209,兴通股份
920167,同享科技
603687,大胜达
600853,龙建股份
000008,神州高铁
600616,金枫酒业
600581,*ST八钢
601588,北辰实业
000676,智度股份
601518,吉林高速
